"","ability","prob_c"
"1",-3,0.0497365115585567
"2",-2.98797595190381,0.0503078881735968
"3",-2.97595190380762,0.0508854773089949
"4",-2.96392785571142,0.05146933840288
"5",-2.95190380761523,0.0520595312746108
"6",-2.93987975951904,0.0526561161226538
"7",-2.92785571142285,0.0532591535223202
"8",-2.91583166332665,0.0538687044233575
"9",-2.90380761523046,0.0544848301473934
"10",-2.89178356713427,0.0551075923852284
"11",-2.87975951903808,0.0557370531939743
"12",-2.86773547094188,0.0563732749940347
"13",-2.85571142284569,0.057016320565925
"14",-2.8436873747495,0.0576662530469289
"15",-2.83166332665331,0.0583231359275863
"16",-2.81963927855711,0.0589870330480119
"17",-2.80761523046092,0.0596580085940393
"18",-2.79559118236473,0.0603361270931873
"19",-2.78356713426854,0.0610214534104462
"20",-2.77154308617234,0.0617140527438801
"21",-2.75951903807615,0.0624139906200405
"22",-2.74749498997996,0.0631213328891908
"23",-2.73547094188377,0.0638361457203346
"24",-2.72344689378758,0.0645584955960474
"25",-2.71142284569138,0.0652884493071062
"26",-2.69939879759519,0.0660260739469152
"27",-2.687374749499,0.066771436905722
"28",-2.67535070140281,0.0675246058646231
"29",-2.66332665330661,0.0682856487893532
"30",-2.65130260521042,0.0690546339238567
"31",-2.63927855711423,0.0698316297836359
"32",-2.62725450901804,0.0706167051488743
"33",-2.61523046092184,0.0714099290573297
"34",-2.60320641282565,0.0722113707969952
"35",-2.59118236472946,0.0730210998985238
"36",-2.57915831663327,0.0738391861274131
"37",-2.56713426853707,0.0746656994759468
"38",-2.55511022044088,0.0755007101548896
"39",-2.54308617234469,0.0763442885849323
"40",-2.5310621242485,0.0771965053878829
"41",-2.5190380761523,0.0780574313776019
"42",-2.50701402805611,0.0789271375506757
"43",-2.49498997995992,0.0798056950768287
"44",-2.48296593186373,0.0806931752890667
"45",-2.47094188376753,0.0815896496735516
"46",-2.45891783567134,0.0824951898592026
"47",-2.44689378757515,0.0834098676070204
"48",-2.43486973947896,0.084333754799133
"49",-2.42284569138277,0.0852669234275588
"50",-2.41082164328657,0.0862094455826833
"51",-2.39879759519038,0.0871613934414488
"52",-2.38677354709419,0.0881228392552517
"53",-2.374749498998,0.0890938553375466
"54",-2.3627254509018,0.0900745140511532
"55",-2.35070140280561,0.0910648877952638
"56",-2.33867735470942,0.0920650489921486
"57",-2.32665330661323,0.0930750700735576
"58",-2.31462925851703,0.0940950234668143
"59",-2.30260521042084,0.0951249815806011
"60",-2.29058116232465,0.096165016790433
"61",-2.27855711422846,0.0972152014238187
"62",-2.26653306613226,0.098275607745105
"63",-2.25450901803607,0.0993463079400054
"64",-2.24248496993988,0.100427374099809
"65",-2.23046092184369,0.101518878205267
"66",-2.21843687374749,0.102620892110164
"67",-2.2064128256513,0.103733487524555
"68",-2.19438877755511,0.104856735997688
"69",-2.18236472945892,0.105990708900595
"70",-2.17034068136273,0.107135477408358
"71",-2.15831663326653,0.108291112482052
"72",-2.14629258517034,0.109457684850349
"73",-2.13426853707415,0.110635264990806
"74",-2.12224448897796,0.11182392311082
"75",-2.11022044088176,0.11302372912825
"76",-2.09819639278557,0.114234752651717
"77",-2.08617234468938,0.115457062960576
"78",-2.07414829659319,0.116690728984551
"79",-2.06212424849699,0.117935819283058
"80",-2.0501002004008,0.119192402024189
"81",-2.03807615230461,0.120460544963377
"82",-2.02605210420842,0.121740315421744
"83",-2.01402805611222,0.123031780264111
"84",-2.00200400801603,0.124335005876705
"85",-1.98997995991984,0.125650058144541
"86",-1.97795591182365,0.126977002428486
"87",-1.96593186372745,0.128315903542015
"88",-1.95390781563126,0.129666825727658
"89",-1.94188376753507,0.131029832633135
"90",-1.92985971943888,0.132404987287191
"91",-1.91783567134269,0.133792352075132
"92",-1.90581162324649,0.135191988714066
