sourceFile,minTime,maxTime,mark,count,pos,concreteness
track59,10.32,10.52,HARE,23,NN,615
track59,10.98,11.27,PLEASE,11,NN,NA
track59,11.96,12.37781,ALICE,198,NN,NA
track59,14.04938,14.4,HATTER,29,NN,NA
track59,17.39,17.84,TIME,39,NN,343
track59,18.69,19.33,SISTERS,2,NNS,NA
track59,19.66,20.11,DORMOUSE,17,NN,NA
track59,20.92,21.24,HURRY,5,NN,NA
track59,21.64,22.03362,NAMES,1,NNS,NA
track59,22.69167,23.21,LACIE,1,NN,NA
track59,23.53,23.98,TILLIE,1,NNS,NA
track59,24.85,25.23,BOTTOM,3,NN,NA
track59,27,27.41,ALICE,198,NN,NA
track59,28.47,28.95108,INTEREST,1,NN,305
track59,29.09395,29.59022,QUESTIONS,2,NNS,NA
track59,29.74546,30.08857,EATING,1,NN,NA
track59,30.22,30.74,DRINKING,1,NN,NA
track59,31.56,32.16,TREACLE,2,NN,NA
track59,32.66,33.25597,DORMOUSE,17,NN,NA
track59,33.97,34.24,MINUTE,13,NN,361
track59,36.33,36.64,ALICE,198,NN,NA
track59,38.25,38.6,ILL,5,NN,NA
track59,39.89037,40.37,DORMOUSE,17,NN,NA
track59,40.95,41.34,ILL,5,NN,NA
track59,41.58241,41.93339,ALICE,198,NN,NA
track59,42.74834,43.18976,FANCY,4,NN,NA
track59,45.31,45.59,WAY,38,NN,265
track59,45.74,46.11,LIVING,1,NN,NA
track59,51.02277,51.34,BOTTOM,3,NN,NA
track59,52.86,53.4,TEA,9,NN,609
track59,53.49,53.8,MARCH,24,NN,440
track59,53.8,53.93,HARE,23,NN,615
track59,54.36,54.68,ALICE,198,NN,NA
track59,56.16628,56.53077,NOTHING,19,NN,NA
track59,56.9,57.21,ALICE,198,NN,NA
track59,58.24579,58.29882,TONE,20,NN,NA
track59,58.95,59.03,I,256,NN,483
track60,0.02,0.45,NOBODY,3,NN,NA
track60,1.22,1.7,OPINION,1,NN,285
track60,1.98,2.39156,ALICE,198,NN,NA
track60,3.75,4.16374,REMARKS,3,NNS,NA
track60,4.85261,5.22,HATTER,29,NN,NA
track60,6.38116,6.8,ALICE,198,NN,NA
track60,10.08,10.49,TEA,9,NN,609
track60,10.97371,11.32,BUTTER,4,NN,618
track60,12.235,12.82,DORMOUSE,17,NN,NA
track60,13.49332,14,QUESTION,12,NN,387
track60,15.11244,15.43,BOTTOM,3,NN,NA
track60,16.32705,16.87339,DORMOUSE,17,NN,NA
track60,17.39,17.71,MINUTE,13,NN,361
track60,20.31,20.78,TREACLE,2,NN,NA
track60,22.31,22.74,THING,29,NN,350
track60,22.74,23.11,ALICE,198,NN,NA
track60,24.71,25.08,HATTER,29,NN,NA
track60,25.34366,25.67,MARCH,24,NN,440
track60,25.67,26.04,HARE,23,NN,615
track60,28.03182,28.63,DORMOUSE,17,NN,NA
track60,32.21296,32.75,STORY,6,NN,427
track60,33.79,34.07,PLEASE,11,NN,NA
track60,34.82,35.14624,ALICE,198,NN,NA
track60,36.1167,36.23,I,256,NN,483
track60,37.58612,37.71,I,256,NN,483
track60,40.81577,41.33093,DORMOUSE,17,NN,NA
track60,45.35,46.05,SISTERS,2,NNS,NA
track60,47.91211,48.05,I,256,NN,483
track60,48.67,49.11,CUP,2,NN,539
track60,49.84633,50.19,HATTER,29,NN,NA
track60,51.33,51.62025,PLACE,5,NN,NA
track60,53.85071,54.32707,DORMOUSE,17,NN,NA
track60,55.21,55.51618,MARCH,24,NN,440
track60,55.51618,55.71682,HARE,23,NN,615
track60,56.79748,57.28,PLACE,5,NN,NA
track60,57.42,57.94,ALICE,198,NN,NA
track60,59.25,59.6,PLACE,5,NN,NA
track60,59.84,60.15,MARCH,24,NN,440
track60,60.15,60.54,HARE,23,NN,615
