sourceFile,minTime,maxTime,mark,count,pos,concreteness
track01,0.02,0.30859,ALICE,198,NN,NA
track01,2.56454,2.95036,SISTER,2,NN,575
track01,3.17,3.50228,BANK,2,NN,573
track01,4.11,4.42,NOTHING,19,NN,NA
track01,6.56,6.83985,BOOK,5,NN,609
track01,6.9145,7.25,SISTER,2,NN,575
track01,8.36,8.90999,PICTURES,4,NNS,NA
track01,8.97,9.78124,CONVERSATIONS,2,NNS,NA
track01,10.71,10.98584,USE,11,NN,NA
track01,11.11489,11.36135,BOOK,5,NN,609
track01,11.36135,11.70056,THOUGHT,40,NN,274
track01,11.70056,12.01045,ALICE,198,NN,NA
track01,12.35424,12.78648,PICTURES,4,NNS,NA
track01,12.85153,13.68,CONVERSATIONS,2,NNS,NA
track01,15.60865,16.01174,MIND,9,NN,333
track01,17.8,17.98309,DAY,11,NN,477
track01,20.48,20.87948,PLEASURE,1,NN,302
track01,21.34,21.71804,DAISY,1,NN,613
track01,21.71804,21.95,CHAIN,1,NN,595
track01,22.5,22.8,TROUBLE,3,NN,310
track01,23.94,24.54594,DAISIES,1,NNS,NA
track01,25.77,26.08541,RABBIT,16,NN,635
track01,26.52824,26.82,EYES,14,NNS,NA
track01,28.21,28.50536,NOTHING,19,NN,NA
track01,30.26898,30.62832,ALICE,198,NN,NA
track01,32.07,32.27,WAY,38,NN,265
track01,32.62,32.95597,RABBIT,16,NN,635
track01,34.97,35.09908,I,256,NN,483
track01,36.507,36.74,THOUGHT,40,NN,274
track01,37.14,37.72039,AFTERWARDS,1,NNS,NA
track01,40.7,41.06282,TIME,39,NN,343
track01,42.88,43.21691,RABBIT,16,NN,635
track01,44.07197,44.56482,WATCH,7,NN,487
track01,44.97,45.27725,WAIST,2,NN,563
track01,45.27725,45.54877,COAT,2,NN,601
track01,45.54877,46.0384,POCKET,5,NN,578
track01,47.79686,48.03,ALICE,198,NN,NA
track01,48.5,48.85445,FEET,13,NNS,642
track01,49.77,50.21552,MIND,9,NN,333
track01,51.53966,51.87855,RABBIT,16,NN,635
track01,52.85,53.15937,WAIST,2,NN,563
track01,53.15937,53.35578,COAT,2,NN,601
track01,53.35578,53.82441,POCKET,5,NN,578
track01,54.03,54.35,WATCH,7,NN,487
track01,55.79055,56.46508,CURIOSITY,3,NN,303
track01,57.24487,57.54,FIELD,1,NN,NA
track01,58.89,59.1,TIME,39,NN,343
track01,60.48591,60.75608,RABBIT,16,NN,635
track01,60.75608,61.04726,HOLE,4,NN,485
track01,61.35579,61.76008,HEDGE,1,NN,615
track02,0.52353,0.89712,MOMENT,14,NN,301
track02,1.4811,1.78062,ALICE,198,NN,NA
track02,3.84709,4.14632,WORLD,5,NN,532
track02,5.70821,5.96996,RABBIT,16,NN,635
track02,5.96996,6.19618,HOLE,4,NN,485
track02,7.2,7.56208,TUNNEL,1,NN,555
track02,7.92135,8.16759,WAY,38,NN,265
track02,10.70452,11.0399,ALICE,198,NN,NA
track02,11.36,11.63817,MOMENT,14,NN,301
track02,20.55,20.82134,PLENTY,2,NN,NA
track02,20.93589,21.26382,TIME,39,NN,343
track02,29.47098,29.9,ANYTHING,11,NN,NA
track02,30.87484,31.2023,SIDES,3,NNS,NA
track02,33.00456,33.43815,CUPBOARDS,2,NNS,NA
track02,33.54669,34.11329,BOOKSHELVES,1,NNS,NA
track02,35.20708,35.57521,MAPS,1,NNS,NA
track02,35.64011,36.07964,PICTURES,4,NNS,NA
track02,36.52,36.94588,PEGS,1,NN,NA
track02,37.80506,38.1363,JAR,2,NN,595
track02,38.60228,38.98795,SHELVES,1,NNS,NA
track02,40.6377,40.99179,ORANGE,1,NN,601
track02,40.99179,41.56,MARMALADE,1,NN,NA
track02,41.9991,42.64542,DISAPPOINTMENT,1,NN,NA
track02,44.59,44.9729,JAR,2,NN,595
track02,45.08516,45.32723,FEAR,3,NN,326
track02,45.71852,46.09227,SOMEBODY,2,NN,NA
track02,48.29484,48.71914,CUPBOARDS,2,NNS,NA
track02,50.13,50.38334,THOUGHT,40,NN,274
track02,50.38334,50.64471,ALICE,198,NN,NA
track02,51.76394,52.13515,FALL,4,NN,409
track02,52.6305,52.72961,I,256,NN,483
track02,53.12,53.40765,NOTHING,19,NN,NA
track02,54.07314,54.60915,STAIRS,1,NNS,NA
track02,54.96531,55.26439,BRAVE,1,NN,NA
track02,56.10537,56.48,HOME,5,NN,539
track02,56.86,56.99634,I,256,NN,483
track02,57.38,57.66,ANYTHING,11,NN,NA
track02,58.43552,58.53744,I,256,NN,483
track02,59.03,59.27821,TOP,4,NN,435
track02,59.44222,59.91,HOUSE,15,NN,608
track03,2.22454,2.5293,FALL,4,NN,409
track03,3.37538,3.66655,END,8,NN,320
track03,4.10671,4.22196,I,256,NN,483
track03,4.80234,5.17752,MILES,2,NNS,NA
track03,5.99259,6.33842,TIME,39,NN,343
track03,7.38385,7.43,I,256,NN,483
track03,8.61051,8.98888,CENTRE,1,NN,NA
track03,9.23242,9.62807,EARTH,3,NN,580
track03,11.67323,12.01802,THOUSAND,1,NN,NA
track03,12.01802,12.39206,MILES,2,NNS,NA
track03,12.65458,12.76438,I,256,NN,483
track03,13.92689,14.26075,ALICE,198,NN,NA
track03,14.89811,15.1901,THINGS,19,NNS,NA
track03,15.45,15.64194,SORT,9,NN,NA
track03,15.87442,16.27566,LESSONS,7,NNS,NA
track03,16.43457,16.98,SCHOOLROOM,1,NN,NA
track03,18.48591,19.09,OPPORTUNITY,5,NN,306
track03,19.82,20.39,KNOWLEDGE,3,NN,278
track03,22.77561,23.2,PRACTICE,1,NN,NA
track03,24.40328,24.61628,THATS,2,NNS,NA
track03,25.11737,25.55554,DISTANCE,3,NN,353
track03,26.03551,26.14419,I,256,NN,483
track03,28.63344,28.9392,ALICE,198,NN,NA
track03,29.30714,29.69279,IDEA,9,NN,259
track03,32.32089,32.64696,THOUGHT,40,NN,274
track03,33.57398,33.92211,WORDS,12,NNS,NA
track03,36.50334,36.55394,I,256,NN,483
track03,36.94,37.07221,I,256,NN,483
track03,37.24622,37.49482,FALL,4,NN,409
track03,38.09158,38.50831,EARTH,3,NN,580
track03,40.39712,40.75881,PEOPLE,7,NNS,540
track03,41.43167,41.75173,HEADS,4,NNS,NA
track03,42.92,43.48837,ANTIPATHIES,1,NNS,NA
track03,43.48837,43.5922,I,256,NN,483
track03,46.70886,47.02123,TIME,39,NN,343
track03,48.33,48.64422,WORD,3,NN,NA
track03,49.07533,49.17851,I,256,NN,483
track03,50.3,50.54,NAME,4,NN,405
track03,50.72157,51.21586,COUNTRY,1,NN,465
track03,52.15975,52.38094,PLEASE,11,NN,NA
track03,53.21822,53.60589,ZEALAND,1,NN,NA
track04,0.00647,0.33909,FANCY,4,NN,NA
track04,1.10763,1.18,YOURE,1,NN,NA
track04,1.77396,2.19876,AIR,6,NN,518
track04,4.87,5.26201,GIRL,4,NN,607
track04,8.0581,8.13905,I,256,NN,483
track04,11.64064,11.86965,NOTHING,19,NN,NA
track04,12.84455,13.20923,ALICE,198,NN,NA
track04,16.21,16.55,TONIGHT,1,NN,NA
track04,16.55,16.64683,I,256,NN,483
track04,17.54186,17.85339,DINAH,11,NN,NA
track04,18.11985,18.41,CAT,26,NN,615
track04,18.80001,18.86,I,256,NN,483
track04,19.71469,20.11,SAUCER,1,NN,606
track04,20.26045,20.50411,MILK,1,NN,670
track04,21.51,21.82,DINAH,11,NN,NA
track04,22.24,22.29703,I,256,NN,483
track04,24.27,24.56289,MICE,4,NN,NA
track04,24.75704,24.94175,AIR,6,NN,518
track04,26.15901,26.54,BAT,3,NN,564
track04,26.94,27.12921,THATS,2,NNS,NA
track04,27.56,27.88433,MOUSE,42,NN,624
track04,28.84,29.17864,CATS,13,NNS,NA
track04,29.33,29.65209,BATS,4,NNS,NA
track04,29.65209,29.74405,I,256,NN,483
track04,30.72,30.98099,ALICE,198,NN,NA
track04,34.11722,34.34,SORT,9,NN,NA
track04,34.45,34.78,WAY,38,NN,265
track04,35.1,35.49407,CATS,13,NNS,NA
track04,35.64183,36.21589,BATS,4,NNS,NA
track04,36.47,36.83239,CATS,13,NNS,NA
track04,36.93,37.47,BATS,4,NNS,NA
track04,39.02173,39.32305,BATS,4,NNS,NA
track04,39.45,39.9647,CATS,13,NNS,NA
track04,42.02,42.48,QUESTION,12,NN,387
track04,43.25061,43.55,MATTER,5,NN,439
track04,43.79,43.91978,WAY,38,NN,265
track04,48.35662,48.59269,HAND,8,NN,604
track04,48.71059,48.99748,HAND,8,NN,604
track04,49.18,49.57469,DINAH,11,NN,NA
track04,51.84,52.29,DINAH,11,NN,NA
track04,52.73,53.14715,TRUTH,1,NN,261
track04,54.08,54.44,BAT,3,NN,564
track04,57.74776,57.96234,HEAP,1,NN,485
track04,58.07,58.51517,STICKS,1,NNS,NA
track04,58.9127,59.3882,LEAVES,4,NNS,NA
track04,59.66959,59.99,FALL,4,NN,409
track05,0.15058,0.45271,ALICE,198,NN,NA
track05,0.81,0.99301,BIT,11,NN,392
track05,2.68,2.98431,FEET,13,NNS,642
track05,3.11762,3.49489,MOMENT,14,NN,301
track05,7.30211,7.81443,PASSAGE,3,NN,558
track05,8.33,8.65,RABBIT,16,NN,635
track05,11.08,11.39874,MOMENT,14,NN,301
track05,12.85,13.16792,ALICE,198,NN,NA
track05,13.50592,13.94974,WIND,1,NN,552
track05,14.62,14.94,TIME,39,NN,343
track05,16.31351,16.7,CORNER,3,NN,533
track05,17.53,17.79096,EARS,3,NNS,NA
track05,17.95092,18.31757,WHISKERS,2,NNS,NA
track05,21.07,21.46,CORNER,3,NN,533
track05,21.79256,22.17,RABBIT,16,NN,635
track05,25.33016,25.67,HALL,8,NN,565
track05,26.61302,26.84799,ROW,2,NN,NA
track05,27.04366,27.39673,LAMPS,1,NNS,NA
track05,28.03,28.38965,ROOF,3,NN,586
track05,28.87,29.35155,DOORS,2,NNS,NA
track05,30.02271,30.48,HALL,8,NN,565
track05,32.41848,32.77239,ALICE,198,NN,NA
track05,33.41519,33.60084,WAY,38,NN,265
track05,34.13494,34.48,SIDE,8,NN,394
track05,36.12208,36.48,DOOR,22,NN,606
track05,44.33479,44.77848,GLASS,6,NN,635
track05,45.21,45.50452,NOTHING,19,NN,NA
track05,46.75239,47.19294,KEY,8,NN,612
track05,48.04999,48.37,IDEA,9,NN,259
track05,49.99,50.34462,DOORS,2,NNS,NA
track05,50.53,50.86,HALL,8,NN,565
track05,52.23119,52.6,LOCKS,1,NNS,NA
track05,53.51951,53.76643,KEY,8,NN,612
track05,55.01841,55.2521,RATE,4,NN,308
track06,0.99297,1.22,TIME,39,NN,343
track06,1.22,1.59727,ROUND,20,NN,438
track06,2.7231,3.14921,CURTAIN,1,NN,NA
track06,5.75246,6.07062,DOOR,22,NN,606
track06,6.83346,7.22,INCHES,6,NNS,NA
track06,9.16255,9.39926,KEY,8,NN,612
track06,9.5903,9.8934,LOCK,1,NN,565
track06,10.57171,10.95113,DELIGHT,2,NN,282
track06,11.71561,12.05174,ALICE,198,NN,NA
track06,12.50371,12.86,DOOR,22,NN,606
track06,14.28482,14.82927,PASSAGE,3,NN,558
track06,17.92646,18.37867,PASSAGE,3,NN,558
track06,19.32501,19.65,GARDEN,8,NN,NA
track06,22.35762,22.64185,HALL,8,NN,565
track06,22.8182,23.0659,WANDER,1,NN,NA
track06,23.79644,24.09702,BEDS,1,NNS,NA
track06,24.4803,24.99521,FLOWERS,1,NNS,NA
track06,25.68558,26.21034,FOUNTAINS,1,NNS,NA
track06,27.62367,27.85395,HEAD,19,NN,603
track06,28.08481,28.55949,DOORWAY,1,NN,578
track06,29.33291,29.57625,HEAD,19,NN,603
track06,30.35023,30.51519,THOUGHT,40,NN,274
track06,30.74493,31.19205,ALICE,198,NN,NA
track06,32.27753,32.54,USE,11,NN,NA
track06,32.9798,33.54,SHOULDERS,3,NNS,NA
track06,34.55,34.65772,I,256,NN,483
track06,34.87,34.96298,I,256,NN,483
track06,35.68827,36.3506,TELESCOPE,3,NN,592
track06,36.84899,36.94551,I,256,NN,483
track06,37.11338,37.24521,I,256,NN,483
track06,37.77,37.91952,I,256,NN,483
track06,40.48539,40.71109,WAY,38,NN,265
track06,40.71109,41.01473,THINGS,19,NNS,NA
track06,42.05223,42.34184,ALICE,198,NN,NA
track06,43.80323,44.07979,THINGS,19,NNS,NA
track06,46.97352,47.26024,USE,11,NN,NA
track06,48.18685,48.54184,DOOR,22,NN,606
track06,50.32,50.58318,HALF,12,NN,389
track06,51.87297,52.16423,KEY,8,NN,612
track06,52.92779,53.1,RATE,4,NN,308
track06,53.13964,53.38623,BOOK,5,NN,609
track06,53.52,53.77672,RULES,2,NNS,NA
track06,54.1627,54.44172,PEOPLE,7,NNS,540
track06,54.74941,55.35497,TELESCOPES,1,NNS,NA
track06,55.98956,56.22793,TIME,39,NN,343
track06,57.0386,57.41582,BOTTLE,9,NN,591
track06,59.85517,60.24411,ALICE,198,NN,NA
track07,0.63301,0.82301,ROUND,20,NN,438
track07,0.86,1.06619,NECK,6,NN,587
track07,1.25996,1.66,BOTTLE,9,NN,591
track07,1.88582,2.23051,PAPER,1,NN,599
track07,2.23051,2.62944,LABEL,2,NN,NA
track07,2.95501,3.30362,WORDS,12,NNS,NA
track07,5.35,5.75406,LETTERS,1,NNS,NA
track07,8.38978,8.82003,WISE,1,NN,268
track07,9.13499,9.47957,ALICE,198,NN,NA
track07,10.77,11.14,HURRY,5,NN,NA
track07,14.49,14.95041,POISON,3,NN,527
track07,17.15472,17.5824,STORIES,1,NNS,NA
track07,17.8415,18.18,CHILDREN,5,NNS,582
track07,18.73,19.14,BURNT,1,NN,NA
track07,20.14332,20.55681,BEASTS,1,NNS,NA
track07,21.44479,21.74489,THINGS,19,NNS,NA
track07,23.69,24.06995,SIMPLE,1,NN,NA
track07,24.06995,24.33136,RULES,2,NNS,NA
track07,24.48582,24.85526,FRIENDS,1,NNS,NA
track07,26.67,27.01208,POKER,1,NN,NA
track07,29.84,30.25997,FINGER,3,NN,NA
track07,31.09,31.39781,KNIFE,2,NN,612
track07,35.34089,35.58773,BOTTLE,9,NN,591
track07,35.91726,36.47,POISON,3,NN,527
track07,40.78,41.1,BOTTLE,9,NN,591
track07,41.78,42.28,POISON,3,NN,527
track07,42.52873,42.86452,ALICE,198,NN,NA
track07,46.06,46.34,FACT,4,NN,332
track07,46.44,46.6666,SORT,9,NN,NA
track07,47.17066,47.54,FLAVOR,1,NN,NA
track07,48.6,49.07132,CUSTARD,1,NN,549
track07,49.07132,49.81,PINEAPPLE,1,NN,653
track07,49.81,50.04508,ROAST,1,NN,NA
track07,50.40701,50.86,COFFEE,1,NN,613
track07,55.27,55.59,ALICE,198,NN,NA
track07,55.59,55.71591,I,256,NN,483
track07,56.57,57.21148,TELESCOPE,3,NN,592
track08,2.68,2.98572,INCHES,6,NNS,NA
track08,3.58319,3.89988,FACE,8,NN,599
track08,4.73505,5.19445,THOUGHT,40,NN,274
track08,6.25131,6.60522,SIZE,8,NN,354
track08,7.61304,7.98,DOOR,22,NN,606
track08,8.66438,9.09943,GARDEN,8,NN,NA
track08,10.8874,11.21985,MINUTES,7,NNS,NA
track08,15.95407,16.21735,END,8,NN,320
track08,16.70789,16.98717,ALICE,198,NN,NA
track08,19.8801,19.97,I,256,NN,483
track08,20.45,20.59753,I,256,NN,483
track08,22.14,22.54,FANCY,4,NN,NA
track08,22.81945,23.12697,FLAME,1,NN,582
track08,23.65179,23.90184,LOOKS,1,NNS,NA
track08,27.56817,27.91,THING,29,NN,350
track08,28.64,29.03617,WHILE,12,NN,204
track08,29.59,29.90286,NOTHING,19,NN,NA
track08,31.98289,32.33322,GARDEN,8,NN,NA
track08,34.43505,34.88886,ALICE,198,NN,NA
track08,35.91,36.25744,DOOR,22,NN,606
track08,38.27718,38.68,KEY,8,NN,612
track08,44.06829,44.53018,GLASS,6,NN,635
track08,46.30121,46.59975,LEGS,2,NN,NA
track08,51.45113,51.75,THING,29,NN,350
track08,53.83,54.0829,USE,11,NN,NA
track08,55.17869,55.49313,ALICE,198,NN,NA
track08,57.12772,57.21,I,256,NN,483
track08,57.21,57.59329,ADVISE,1,NN,NA
track08,58.44135,58.79293,MINUTE,13,NN,361
track08,60.61658,61.13925,ADVICE,1,NN,291
track09,3.05344,3.43519,TEARS,8,NNS,NA
track09,3.81561,4.18542,EYES,14,NNS,NA
track09,6.4509,6.79,EARS,3,NNS,NA
track09,8.07633,8.30359,GAME,1,NN,NA
track09,8.42739,8.91898,CROQUET,5,NN,559
track09,11.04228,11.31987,CHILD,6,NN,581
track09,13.09973,13.54,PEOPLE,7,NNS,540
track09,14.12117,14.36903,USE,11,NN,NA
track09,14.75326,14.94404,THOUGHT,40,NN,274
track09,15.1689,15.58248,ALICE,198,NN,NA
track09,16.46453,16.85292,PEOPLE,7,NNS,540
track09,19.65232,20.11,PERSON,3,NN,562
track09,20.68,20.88241,EYE,3,NN,634
track09,21.67435,21.97,GLASS,6,NN,635
track09,26.21766,26.73784,CAKE,3,NN,624
track09,27.212,27.56,WORDS,12,NNS,NA
track09,29.18798,29.62561,CURRANTS,1,NNS,NA
track09,30.85574,31.21988,ALICE,198,NN,NA
track09,32.47186,32.58576,I,256,NN,483
track09,33.06464,33.44,KEY,8,NN,612
track09,34.94695,35.06884,I,256,NN,483
track09,35.72125,36.07,DOOR,22,NN,606
track09,36.57777,36.74,WAY,38,NN,265
track09,37.28616,37.59083,GARDEN,8,NN,NA
track09,37.71,37.81397,I,256,NN,483
track09,40.04667,40.33,BIT,11,NN,392
track09,42.383,42.69,WAY,38,NN,265
track09,42.9969,43.36,WAY,38,NN,265
track09,44.01,44.32631,HAND,8,NN,604
track09,44.50398,44.74368,TOP,4,NN,435
track09,44.98892,45.24064,HEAD,19,NN,603
track09,45.87378,46.13,WAY,38,NN,265
track09,49.62602,50.11826,SIZE,8,NN,354
track09,52.48338,52.6988,EATS,1,NNS,NA
track09,52.6988,53.02025,CAKE,3,NN,624
track09,53.32047,53.63303,ALICE,198,NN,NA
track09,54.67666,54.93,WAY,38,NN,265
track09,55.55,55.90861,NOTHING,19,NN,NA
track09,56.45552,56.65854,WAY,38,NN,265
track09,56.72823,56.94143,THINGS,19,NNS,NA
track09,59.57,59.76,LIFE,6,NN,361
track09,60.79694,61.06,WAY,38,NN,265
track10,2.48824,2.82288,CAKE,3,NN,624
track10,3.07462,3.80249,CURIOUSER,2,NN,NA
track10,3.94,4.71811,CURIOUSER,2,NN,NA
track10,5.03,5.4264,ALICE,198,NN,NA
track10,7.09556,7.42204,MOMENT,14,NN,301
track10,11.21426,11.75535,TELESCOPE,3,NN,592
track10,13.53,14.00088,FEET,13,NNS,642
track10,15.316,15.66874,FEET,13,NNS,642
track10,20.18077,20.59457,FEET,13,NNS,642
track10,20.7854,20.86839,I,256,NN,483
track10,21.82207,22.24179,SHOES,1,NNS,NA
track10,22.343,22.87484,STOCKINGS,1,NNS,NA
track10,24.36505,24.53182,I,256,NN,483
track10,25.48012,25.55018,I,256,NN,483
track10,26.153,26.36173,DEAL,7,NN,342
track10,27.19731,27.42799,TROUBLE,3,NN,310
track10,29.60696,29.71899,WAY,38,NN,265
track10,30.67146,30.73858,I,256,NN,483
track10,31.03171,31.29917,KIND,4,NN,323
track10,31.61917,31.86252,THOUGHT,40,NN,274
track10,31.86252,32.30159,ALICE,198,NN,NA
track10,33.67872,33.81,WAY,38,NN,265
track10,33.81,33.91652,I,256,NN,483
track10,36.12233,36.38,PAIR,5,NN,377
track10,36.46657,36.81842,BOOTS,1,NNS,NA
track10,37.09043,37.6738,CHRISTMAS,1,NN,432
track10,38.456,38.8216,PLANNING,1,NN,NA
track10,41.19735,41.71214,CARRIER,1,NN,NA
track10,41.88284,42.20806,THOUGHT,40,NN,274
track10,43.72495,44.07228,PRESENTS,1,NNS,NA
track10,44.64,44.99952,FEET,13,NNS,642
track10,45.71564,46.2519,DIRECTIONS,2,NNS,NA
track10,47.54262,47.83307,FOOT,6,NN,558
track10,47.83307,48.50151,ESQUIRE,1,NN,NA
track10,48.73551,49.24524,HEARTHRUG,1,NN,NA
track10,49.60575,50.06909,FENDER,1,NN,NA
track10,50.85,51.3176,LOVE,1,NN,311
track10,52.43583,53.03644,NONSENSE,2,NN,256
track10,54.43,54.68193,HEAD,19,NN,603
track10,54.68193,54.96719,STRUCK,2,NN,NA
track10,55.36262,55.62286,ROOF,3,NN,586
track10,55.81589,56.14966,HALL,8,NN,565
track10,56.47036,56.80769,FACT,4,NN,332
track10,58.56035,58.79315,FEET,13,NNS,642
track11,1.87357,2.23,KEY,8,NN,612
track11,2.98598,3.36631,GARDEN,8,NN,NA
track11,3.36631,3.69342,DOOR,22,NN,606
track11,4.14978,4.67068,ALICE,198,NN,NA
track11,7.26545,7.60009,SIDE,8,NN,394
track11,8.48605,8.84233,GARDEN,8,NN,NA
track11,9.23,9.57,EYE,3,NN,634
track11,16.12583,16.52,ALICE,198,NN,NA
track11,17.03636,17.28763,GIRL,4,NN,607
track11,20.89701,21.2,WAY,38,NN,265
track11,21.85824,22.12489,MOMENT,14,NN,301
track11,22.12489,22.23426,I,256,NN,483
track11,24.48597,24.99255,GALLONS,1,NNS,NA
track11,25.10532,25.57,TEARS,8,NNS,NA
track11,26.76902,27.09113,POOL,8,NN,573
track11,27.33361,27.63,ROUND,20,NN,438
track11,28.66,28.97872,INCHES,6,NNS,NA
track11,29.82,30.13,HALF,12,NN,389
track11,30.5156,30.92,HALL,8,NN,565
track11,31.47,31.84079,TIME,39,NN,343
track11,32.57,33.09,PATTERING,2,NN,NA
track11,33.21689,33.43,FEET,13,NNS,642
track11,33.59725,34.09792,DISTANCE,3,NN,353
track11,35.27,35.61178,EYES,14,NNS,NA
track11,37.33,37.70145,RABBIT,16,NN,635
track11,39.18,39.54,PAIR,5,NN,377
track11,39.90728,40.1559,KID,5,NN,536
track11,40.1559,40.50974,GLOVES,10,NNS,NA
track11,40.76,41.07,HAND,8,NN,604
track11,41.83925,42.11144,FAN,10,NN,557
track11,44.38757,44.73,HURRY,5,NN,NA
track11,46.89121,47.43517,DUCHESS,17,NN,568
track11,47.54026,48.09167,DUCHESS,17,NN,568
track11,50.62655,50.99,ALICE,198,NN,NA
track11,52.99,53.23138,HELP,4,NN,320
track11,54.55263,54.88072,RABBIT,16,NN,635
track11,56.88023,57.17,VOICE,10,NN,485
track11,57.68,58.15154,PLEASE,11,NN,NA
track12,0.08,0.41,RABBIT,16,NN,635
track12,2.04,2.25,KID,5,NN,536
track12,2.25,2.63439,GLOVES,10,NNS,NA
track12,2.76846,3.16961,FAN,10,NN,557
track12,4.23,4.69355,DARKNESS,1,NN,NA
track12,6.00584,6.28959,ALICE,198,NN,NA
track12,6.74939,7.05949,FAN,10,NN,557
track12,7.16052,7.58564,GLOVES,10,NNS,NA
track12,8.01567,8.23,HALL,8,NN,565
track12,10.34731,10.68966,TIME,39,NN,343
track12,13.07,13.41713,EVERYTHING,5,NN,NA
track12,13.56542,13.95,TODAY,3,NN,NA
track12,14.27633,14.63613,YESTERDAY,1,NN,NA
track12,14.63613,14.92297,THINGS,19,NNS,NA
track12,16.29666,16.35,I,256,NN,483
track12,17.85,18.19,NIGHT,4,NN,496
track12,19.50971,19.64,I,256,NN,483
track12,20.10422,20.19809,I,256,NN,483
track12,20.68299,21.10447,MORNING,4,NN,515
track12,21.2702,21.38,I,256,NN,483
track12,21.86197,21.98146,I,256,NN,483
track12,25.31268,25.6909,QUESTION,12,NN,387
track12,26.62,26.9054,WORLD,5,NN,532
track12,27.11328,27.41542,I,256,NN,483
track12,28.34928,28.72283,PUZZLE,1,NN,449
track12,30.49882,30.90404,CHILDREN,5,NNS,582
track12,32.19157,32.45317,AGE,2,NN,390
track12,37.33142,37.53181,HAIR,5,NN,583
track12,38.61,39.06547,RINGLETS,2,NNS,NA
track12,39.2112,39.39858,MINE,3,NN,452
track12,39.88799,40.27929,RINGLETS,2,NNS,NA
track12,41.25,41.34894,I,256,NN,483
track12,42.42,42.55493,I,256,NN,483
track12,42.90723,43.18924,SORTS,2,NNS,NA
track12,43.29636,43.5879,THINGS,19,NNS,NA
track12,47.23,47.63,I,256,NN,483
track12,50.10904,50.2206,I,256,NN,483
track12,50.63,50.9436,THINGS,19,NNS,NA
track12,50.9436,51.03,I,256,NN,483
track12,52.70343,53.00365,TIMES,4,NNS,NA
track12,54.37275,54.62696,TIMES,4,NNS,NA
track12,56.28505,56.57,TIMES,4,NNS,NA
track12,57.71856,57.80309,I,256,NN,483
track12,59.15488,59.41,RATE,4,NN,308
track13,0.67,1.4589,GEOGRAPHY,1,NN,338
track13,1.59315,1.95235,LONDON,1,NN,NA
track13,2.18069,2.66098,CAPITAL,4,NN,448
track13,2.78197,3.26268,PARIS,2,NN,NA
track13,3.52919,3.91591,PARIS,2,NN,NA
track13,4.1192,4.47544,CAPITAL,4,NN,448
track13,7.64279,7.69,I,256,NN,483
track13,11.65,11.95941,HANDS,6,NNS,NA
track13,13.58603,14.06466,LESSONS,7,NNS,NA
track13,15.56,15.84825,VOICE,10,NN,485
track13,16.1577,16.59843,HOARSE,3,NN,NA
track13,16.68703,17.25487,STRANGE,2,NN,NA
track13,17.47367,17.81919,WORDS,12,NNS,NA
track13,22.95,23.47,TAIL,7,NN,613
track13,24.30692,24.80926,WATERS,1,NNS,NA
track13,25.12876,25.56669,NILE,1,NN,NA
track13,26.57409,27.1484,SCALE,1,NN,475
track13,30.97931,31.74946,CLAWS,2,NN,NA
track13,32.71991,33.15538,FISHES,1,NNS,NA
track13,34.6,35.3448,JAWS,1,NN,NA
track13,36.64,36.97,WORDS,12,NNS,NA
track13,37.42445,37.79315,ALICE,198,NN,NA
track13,38.08991,38.53,EYES,14,NNS,NA
track13,38.99172,39.27,TEARS,8,NNS,NA
track13,40.3675,40.52853,I,256,NN,483
track13,44.74,45.23552,HOUSE,15,NN,608
track13,46.15,46.41204,TOYS,1,NN,NA
track13,48.36185,48.85701,LESSONS,7,NNS,NA
track13,50.41,50.75602,MIND,9,NN,333
track13,51.95884,52.1,ILL,5,NN,NA
track13,53.72,54.01,USE,11,NN,NA
track13,54.58,54.84445,HEADS,4,NNS,NA
track13,56.52304,56.72124,I,256,NN,483
track13,58.3,58.42,I,256,NN,483
track13,60.2293,60.37012,I,256,NN,483
track13,60.99862,61.32,PERSON,3,NN,562
track13,61.32,61.5,ILL,5,NN,NA
track13,62.37,62.47,ILL,5,NN,NA
track13,63.42107,63.83,SOMEONE,1,NN,NA
track14,1.24585,1.51238,ALICE,198,NN,NA
track14,2.02177,2.32032,BURST,1,NN,NA
track14,2.40606,2.79503,TEARS,8,NNS,NA
track14,2.99853,3.15503,I,256,NN,483
track14,4.51093,4.78817,HEADS,4,NNS,NA
track14,5.27197,5.34862,I,256,NN,483
track14,9.55775,9.97499,HANDS,6,NNS,NA
track14,13.52281,13.78833,KID,5,NN,536
track14,13.78833,14.18793,GLOVES,10,NNS,NA
track14,14.18793,14.33637,WHILE,12,NN,204
track14,15.68303,15.75089,I,256,NN,483
track14,16.53878,16.8972,THOUGHT,40,NN,274
track14,16.98067,17.07316,I,256,NN,483
track14,23.87583,24.1161,FEET,13,NNS,642
track14,27.33001,27.65404,CAUSE,3,NN,287
track14,28.26843,28.61413,FAN,10,NN,557
track14,30.84432,31.10687,TIME,39,NN,343
track14,33.89077,34.26002,ESCAPE,1,NN,341
track14,34.44428,34.74419,ALICE,198,NN,NA
track14,35.1236,35.28894,DEAL,7,NN,342
track14,36.19498,36.59332,CHANGE,5,NN,NA
track14,38.29196,38.93526,EXISTENCE,1,NN,NA
track14,39.77596,40.2251,GARDEN,8,NN,NA
track14,41.31568,41.65017,SPEED,1,NN,NA
track14,42.27023,42.65075,DOOR,22,NN,606
